codigo_ocorrencia,classificacao,tipo,localidade,uf,pais,aerodromo,dia_ocorrencia,horario,sera_investigada,comando_investigador,status_investigacao,numero_relatorio,relatorio_publicado,dia_publicacao,quantidade_recomendacoes,aeronaves_envolvidas,saida_pista,dia_extracao
45756,"INCIDENTE GRAVE","OUTROS TIPOS","SÃO FÉLIX DO XINGU",PA,BRASIL,****,2012-04-03,14:25:00,SIM,SERIPA-1,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
41569,ACIDENTE,"PERDA DE CONTROLE NO SOLO","SÃO FÉLIX DO XINGU",PA,BRASIL,SNFX,2010-06-12,23:30:00,SIM,SERIPA-1,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
42449,ACIDENTE,"COLISÃO COM PÁSSARO","SÃO FÉLIX DO XINGU",PA,BRASIL,****,2010-08-03,16:20:00,SIM,SERIPA-1,FINALIZADA,"A-055/CENIPA/2011 ",1,2011-08-01,8,1,NULL,2016-07-30
45890,ACIDENTE,"PERDA DE COMPONENTE EM VOO",IMBITUBA,SC,BRASIL,****,2012-05-20,17:40:00,SIM,SERIPA-5,FINALIZADA,A-183/CENIPA/2013,1,2014-01-08,0,1,NULL,2016-07-30
28355,ACIDENTE,"FALHA ESTRUTURAL",BOCAIÚVA,MG,BRASIL,****,2007-01-18,09:10:00,SIM,SERIPA-3,FINALIZADA,A-001/CENIPA/2010,1,2010-03-19,11,1,NULL,2016-07-30
31416,ACIDENTE,"FALHA DO MOTOR EM VOO","SÃO JOSÉ DO XINGU",MT,BRASIL,****,2007-11-05,11:00:00,SIM,CENIPA,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
52936,ACIDENTE,"CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO","SÃO JOSÉ DO XINGU",MT,BRASIL,****,2014-01-04,17:35:00,SIM,SERIPA-6,ATIVA,A-003/CENIPA/2014,NULL,NULL,0,1,NULL,2016-07-30
51013,ACIDENTE,"COM COMANDOS DE VOO",EDÉIA,GO,BRASIL,****,2014-04-12,19:30:00,***,SERIPA-6,NULL,NULL,NULL,NULL,0,1,NULL,2016-07-30
50352,ACIDENTE,INDETERMINADA,"BOM DESPACHO",MG,BRASIL,****,2013-11-16,21:30:00,***,SERIPA-3,NULL,NULL,NULL,NULL,0,1,NULL,2016-07-30
38423,ACIDENTE,"FALHA DO MOTOR EM VOO","RIO VERDE DE MATO GROSSO",MS,BRASIL,****,2009-08-27,17:15:00,SIM,SERIPA-6,FINALIZADA,A-026/CENIPA/2012,1,2012-03-22,2,1,NULL,2016-07-30
45600,"INCIDENTE GRAVE","FALHA DO MOTOR EM VOO",ESPUMOSO,RS,BRASIL,****,2012-03-13,20:30:00,SIM,SERIPA-5,FINALIZADA,IG-091/CENIPA/2013,1,2013-11-27,0,1,NULL,2016-07-30
47074,ACIDENTE,"FALHA DO MOTOR EM VOO","ENGENHEIRO BELTRÃO",PR,BRASIL,****,2013-02-25,14:05:00,SIM,SERIPA-5,FINALIZADA,A-040/CENIPA/2013,1,2014-03-27,2,1,NULL,2016-07-30
53266,ACIDENTE,"FALHA DO MOTOR EM VOO",ROCHEDO,MS,BRASIL,****,2015-05-24,13:30:00,SIM,SERIPA-4,ATIVA,A-079/CENIPA/2015,NULL,NULL,0,1,NULL,2016-07-30
51419,ACIDENTE,INDETERMINADA,BOTUCATU,SP,BRASIL,****,2014-01-24,15:15:00,***,SERIPA-4,NULL,NULL,NULL,NULL,0,1,NULL,2016-07-30
45934,ACIDENTE,"OUTROS TIPOS","PAÇO DO LUMIAR",MA,BRASIL,SJHR,2012-06-14,19:40:00,SIM,SERIPA-1,FINALIZADA,A-036/CENIPA/2013,1,2013-08-22,2,1,NULL,2016-07-30
41789,ACIDENTE,"PANE SECA","PAÇO DO LUMIAR",MA,BRASIL,****,2010-07-10,13:39:00,SIM,SERIPA-1,FINALIZADA,A-074/CENIPA/2011,1,2011-08-29,4,1,NULL,2016-07-30
47158,ACIDENTE,"PERDA DE CONTROLE NO SOLO","JOÃO PESSOA",PB,BRASIL,SNJO,2013-03-16,19:45:00,***,SERIPA-2,NULL,NULL,NULL,NULL,0,1,NULL,2016-07-30
45057,ACIDENTE,"PERDA DE CONTROLE NO SOLO","JOÃO PESSOA",PB,BRASIL,SNJO,2011-08-26,20:00:00,***,SERIPA-2,NULL,NULL,NULL,NULL,0,1,NULL,2016-07-30
39320,ACIDENTE,"PERDA DE CONTROLE EM VOO",FAROL,PR,BRASIL,****,2010-01-19,18:30:00,SIM,SERIPA-5,FINALIZADA,A-095/CENIPA/2010,1,2010-12-06,4,1,NULL,2016-07-30
52876,ACIDENTE,INDETERMINADA,RONDONÓPOLIS,MT,BRASIL,****,2014-02-19,11:00:00,SIM,SERIPA-6,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
44504,"INCIDENTE GRAVE","FOGO EM VOO",RONDONÓPOLIS,MT,BRASIL,****,2011-05-07,13:55:00,SIM,CENIPA,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
47998,ACIDENTE,"PERDA DE CONTROLE NO SOLO",RONDONÓPOLIS,MT,BRASIL,****,2013-05-07,20:30:00,SIM,SERIPA-6,FINALIZADA,A-090/CENIPA/2013,1,2015-08-23,0,1,NULL,2016-07-30
53339,ACIDENTE,"PERDA DE CONTROLE NO SOLO",RONDONÓPOLIS,MT,BRASIL,****,2015-06-16,17:00:00,SIM,SERIPA-6,FINALIZADA,A-089/CENIPA/2015,1,2016-02-15,0,1,NULL,2016-07-30
45582,"INCIDENTE GRAVE","COM TREM DE POUSO",RONDONÓPOLIS,MT,BRASIL,SWRD,2012-01-20,17:00:00,SIM,SERIPA-6,FINALIZADA,IG-535/CENIPA/2015,1,2015-07-21,0,1,1,2016-07-30
41832,"INCIDENTE GRAVE","COM TREM DE POUSO",RONDONÓPOLIS,MT,BRASIL,****,2010-07-05,22:00:00,SIM,SERIPA-6,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
53546,ACIDENTE,"PERDA DE CONTROLE EM VOO",RONDONÓPOLIS,MT,BRASIL,SDWC,2015-10-22,11:30:00,SIM,SERIPA-6,ATIVA,A-139/CENIPA/2015,NULL,NULL,0,1,NULL,2016-07-30
45598,"INCIDENTE GRAVE","PERDA DE CONTROLE NO SOLO","BRAGANÇA PAULISTA",SP,BRASIL,SBBP,2012-02-20,15:10:00,SIM,SERIPA-4,ATIVA,"A DEFINIR",NULL,NULL,0,1,1,2016-07-30
44820,ACIDENTE,"PERDA DE CONTROLE NO SOLO","BRAGANÇA PAULISTA",SP,BRASIL,SBBP,2011-07-13,12:45:00,SIM,SERIPA-4,ATIVA,"A DEFINIR",NULL,NULL,0,1,1,2016-07-30
45752,"INCIDENTE GRAVE","PERDA DE CONTROLE NO SOLO","BRAGANÇA PAULISTA",SP,BRASIL,SBBP,2012-04-11,12:00:00,SIM,SERIPA-4,FINALIZADA,IG-101/CENIPA/2013,1,2014-11-24,4,1,1,2016-07-30
43404,ACIDENTE,"PERDA DE CONTROLE EM VOO","BRAGANÇA PAULISTA",SP,BRASIL,SBBP,2010-11-15,17:30:00,SIM,SERIPA-4,FINALIZADA,A-002/CENIPA/2013,1,2013-07-18,9,1,NULL,2016-07-30
53419,ACIDENTE,"PERDA DE CONTROLE NO SOLO","BRAGANÇA PAULISTA",SP,BRASIL,SBBP,2015-07-23,13:40:00,***,SERIPA-4,NULL,NULL,NULL,NULL,0,1,1,2016-07-30
48657,ACIDENTE,"OUTROS TIPOS","BRAGANÇA PAULISTA",SP,BRASIL,****,2013-05-01,15:00:00,***,SERIPA-4,NULL,NULL,NULL,NULL,0,1,NULL,2016-07-30
44816,ACIDENTE,"PERDA DE COMPONENTE EM VOO","BRAGANÇA PAULISTA",SP,BRASIL,SBBP,2011-07-14,18:20:00,SIM,SERIPA-4,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
51533,ACIDENTE,"COM TREM DE POUSO","BRAGANÇA PAULISTA",SP,BRASIL,SBBP,2014-06-11,15:15:00,SIM,SERIPA-4,FINALIZADA,A-108/CENIPA/2014,1,2015-10-19,0,1,NULL,2016-07-30
52675,ACIDENTE,"PERDA DE CONTROLE NO SOLO","BRAGANÇA PAULISTA",SP,BRASIL,SBBP,2014-11-19,11:25:00,SIM,SERIPA-4,ATIVA,A-188/CENIPA/2014,NULL,NULL,0,1,NULL,2016-07-30
51000,ACIDENTE,"COM TREM DE POUSO","BRAGANÇA PAULISTA",SP,BRASIL,SBBP,2014-03-29,20:45:00,SIM,SERIPA-4,ATIVA,A-067/CENIPA/2014,NULL,NULL,0,1,NULL,2016-07-30
47936,"INCIDENTE GRAVE","FALHA DE SISTEMA / COMPONENTE","BRAGANÇA PAULISTA",SP,BRASIL,SBBP,2013-04-30,13:30:00,***,SERIPA-4,NULL,NULL,NULL,NULL,0,1,NULL,2016-07-30
29195,ACIDENTE,"PERDA DE CONTROLE NO SOLO","BRAGANÇA PAULISTA",SP,BRASIL,****,2007-05-05,16:20:00,SIM,SERIPA-4,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
38417,"INCIDENTE GRAVE","PERDA DE CONTROLE NO SOLO","BRAGANÇA PAULISTA",SP,BRASIL,****,2009-08-28,13:30:00,SIM,SERIPA-4,ATIVA,"A DEFINIR",NULL,NULL,0,1,1,2016-07-30
45410,ACIDENTE,"PERDA DE CONTROLE NO SOLO","BRAGANÇA PAULISTA",SP,BRASIL,****,2012-01-21,22:55:00,SIM,SERIPA-4,ATIVA,"A DEFINIR",NULL,NULL,0,1,1,2016-07-30
26959,ACIDENTE,"FALHA DO MOTOR EM VOO","BRAGANÇA PAULISTA",SP,BRASIL,SBBP,2006-05-15,10:30:00,SIM,SERIPA-4,FINALIZADA,A-038/CENIPA/2012,1,2012-06-04,6,1,1,2016-07-30
53551,"INCIDENTE GRAVE","PERDA DE CONTROLE NO SOLO","BRAGANÇA PAULISTA",SP,BRASIL,SBBP,2015-11-05,19:15:00,SIM,SERIPA-4,ATIVA,IG-143/CENIPA/2015,NULL,NULL,0,1,1,2016-07-30
52281,ACIDENTE,"PERDA DE CONTROLE NO SOLO","BRAGANÇA PAULISTA",SP,BRASIL,SBBP,2014-09-12,19:41:00,***,SERIPA-4,NULL,NULL,NULL,NULL,0,1,NULL,2016-07-30
52694,"INCIDENTE GRAVE","PERDA DE CONTROLE NO SOLO","BRAGANÇA PAULISTA",SP,BRASIL,SBBP,2014-10-23,16:00:00,SIM,SERIPA-4,ATIVA,IG-176/CENIPA/2014,NULL,NULL,0,1,1,2016-07-30
49494,"INCIDENTE GRAVE","PERDA DE CONTROLE NO SOLO","BRAGANÇA PAULISTA",SP,BRASIL,SBBP,2013-08-26,18:00:00,SIM,SERIPA-4,FINALIZADA,IG-152/CENIPA/2013,1,2014-06-16,0,1,NULL,2016-07-30
53192,ACIDENTE,"PERDA DE CONTROLE EM VOO","BRAGANÇA PAULISTA",SP,BRASIL,SDVH,2015-04-03,14:30:00,***,SERIPA-4,NULL,NULL,NULL,NULL,0,1,NULL,2016-07-30
44705,ACIDENTE,"PERDA DE CONTROLE NO SOLO","BRAGANÇA PAULISTA",SP,BRASIL,SBBP,2011-06-28,18:20:00,SIM,SERIPA-4,ATIVA,"A DEFINIR",NULL,NULL,0,1,1,2016-07-30
45599,"INCIDENTE GRAVE","COM TREM DE POUSO","BRAGANÇA PAULISTA",SP,BRASIL,SBBP,2012-02-27,19:15:00,SIM,SERIPA-4,FINALIZADA,IG-087/CENIPA/2013,1,2014-10-14,0,1,NULL,2016-07-30
28117,ACIDENTE,"OUTROS TIPOS","SÃO GABRIEL DO OESTE",MS,BRASIL,****,2006-11-14,17:00:00,SIM,SERIPA-4,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
51676,"INCIDENTE GRAVE","FALHA DO MOTOR EM VOO",MARANGUAPE,CE,BRASIL,****,2014-07-11,13:00:00,SIM,SERIPA-2,FINALIZADA,IG-124/CENIPA/2014,1,2015-04-24,0,1,NULL,2016-07-30
29936,ACIDENTE,"COLISÃO EM VOO COM OBSTÁCULO","RIO LARGO",AL,BRASIL,SBMO,2007-07-26,09:57:00,SIM,SERIPA-2,FINALIZADA,A-042/CENIPA/2009,1,2009-08-05,2,1,NULL,2016-07-30
44609,"INCIDENTE GRAVE","POUSO EM LOCAL NÃO PREVISTO",PARNAÍBA,PI,BRASIL,****,2011-06-09,14:10:00,SIM,SERIPA-2,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
43524,ACIDENTE,INDETERMINADA,"BOM JESUS DO AMPARO",MG,BRASIL,****,2010-10-23,03:00:00,***,SERIPA-3,NULL,NULL,NULL,NULL,0,1,NULL,2016-07-30
46513,ACIDENTE,"POUSO SEM TREM","SÃO SEBASTIÃO DA BOA VISTA",PA,BRASIL,****,2012-10-23,12:40:00,SIM,SERIPA-1,FINALIZADA,"ENCERRADA NO RAI",NULL,NULL,0,1,NULL,2016-07-30
49876,ACIDENTE,"FALHA DE SISTEMA / COMPONENTE","SANTA RITA DO TRIVELATO",MT,BRASIL,****,2013-10-03,17:09:00,SIM,SERIPA-6,ATIVA,A-175/CENIPA/2013,NULL,NULL,0,1,NULL,2016-07-30
50800,ACIDENTE,"PERDA DE CONTROLE NO SOLO","SANTO ANTÔNIO DO LEVERGER",MT,BRASIL,****,2014-02-01,12:20:00,SIM,SERIPA-6,FINALIZADA,A-023/CENIPA/2014,1,2015-07-15,4,1,NULL,2016-07-30
41916,ACIDENTE,"PERDA DE CONTROLE EM VOO","SANTO ANTÔNIO DO LEVERGER",MT,BRASIL,SWLV,2010-07-18,16:00:00,SIM,SERIPA-6,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
50251,ACIDENTE,"PERDA DE CONTROLE NO SOLO","SANTO ANTÔNIO DO LEVERGER",MT,BRASIL,SWLV,2013-12-18,09:55:00,SIM,SERIPA-5,FINALIZADA,A-226/CENIPA/2013,1,2014-04-28,0,1,1,2016-07-30
33223,ACIDENTE,"FALHA DO MOTOR EM VOO","SANTO ANTÔNIO DO LEVERGER",MT,BRASIL,****,2008-07-10,20:50:00,SIM,SERIPA-6,FINALIZADA,A-055/CENIPA/2009,1,2009-11-16,8,1,NULL,2016-07-30
43906,ACIDENTE,"PERDA DE CONTROLE EM VOO","SANTO ANTÔNIO DO LEVERGER",MT,BRASIL,SWLV,2011-02-18,14:30:00,SIM,SERIPA-6,FINALIZADA,A-088/CENIPA/2012,1,2012-08-08,1,1,NULL,2016-07-30
35477,ACIDENTE,"FALHA DO MOTOR EM VOO","SANTO ANTÔNIO DO LEVERGER",MT,BRASIL,SWLV,2009-02-01,12:20:00,SIM,SERIPA-6,FINALIZADA,A-064/CENIPA/2009,1,2009-12-07,14,1,NULL,2016-07-30
53495,ACIDENTE,"PERDA DE CONTROLE NO SOLO","SANTO ANTÔNIO DO LEVERGER",MT,BRASIL,SWLV,2015-09-28,21:10:00,SIM,SERIPA-6,ATIVA,A-129/CENIPA/2015,NULL,NULL,0,1,1,2016-07-30
51537,"INCIDENTE GRAVE","FALHA DE SISTEMA / COMPONENTE","SANTO ANTÔNIO DO LEVERGER",MT,BRASIL,SWLV,2014-06-08,13:00:00,SIM,SERIPA-6,ATIVA,IG-107/CENIPA/2014,NULL,NULL,0,1,NULL,2016-07-30
43455,ACIDENTE,"FALHA DO MOTOR EM VOO","BOM JESUS DO GALHO",MG,BRASIL,****,2010-12-09,21:30:00,SIM,SERIPA-3,FINALIZADA,A-006/CENIPA/2013,1,2013-04-23,1,1,NULL,2016-07-30
52553,"INCIDENTE GRAVE","PERDA DE CONTROLE NO SOLO","SENADOR JOSÉ PORFÍRIO",PA,BRASIL,SDWV,2014-09-23,20:30:00,SIM,SERIPA-1,FINALIZADA,IG-161/CENIPA/2014,1,2015-04-30,0,1,1,2016-07-30
39318,ACIDENTE,"FALHA DO MOTOR EM VOO","SENADOR JOSÉ PORFÍRIO",PA,BRASIL,****,2010-01-25,16:20:00,SIM,SERIPA-1,FINALIZADA,A-122/CENIPA/2012,1,2012-11-19,5,1,NULL,2016-07-30
30037,ACIDENTE,"COLISÃO EM VOO COM OBSTÁCULO",SAPEZAL,MT,BRASIL,****,2007-02-01,20:40:00,SIM,SERIPA-6,FINALIZADA,A-044/CENIPA/2010,1,2010-07-01,2,1,NULL,2016-07-30
50348,ACIDENTE,"PERDA DE CONTROLE EM VOO",SAPEZAL,MT,BRASIL,****,2013-09-15,21:00:00,***,SERIPA-6,NULL,NULL,NULL,NULL,0,1,NULL,2016-07-30
50331,ACIDENTE,"FALHA DE SISTEMA / COMPONENTE",SAPEZAL,MT,BRASIL,****,2013-11-06,10:40:00,SIM,SERIPA-6,FINALIZADA,A-200/CENIPA/2013,1,2015-07-21,1,1,NULL,2016-07-30
53370,ACIDENTE,"PERDA DE CONTROLE NO SOLO",SAPEZAL,MT,BRASIL,****,2015-06-29,19:40:00,SIM,SERIPA-6,ATIVA,A-094/CENIPA/2015,NULL,NULL,0,1,NULL,2016-07-30
44339,ACIDENTE,"PERDA DE CONTROLE NO SOLO",SAPEZAL,MT,BRASIL,****,2011-04-08,13:00:00,SIM,SERIPA-6,FINALIZADA,A-056/CENIPA/2013,1,2013-09-19,2,1,NULL,2016-07-30
37375,ACIDENTE,"POUSO BRUSCO",SAPEZAL,MT,BRASIL,****,2009-05-08,15:00:00,SIM,SERIPA-6,FINALIZADA,A-013/CENIPA/2009,1,2009-10-09,7,1,NULL,2016-07-30
47082,ACIDENTE,"VAZAMENTO DE OUTROS FLUÍDOS",SAPEZAL,MT,BRASIL,****,2012-04-11,11:30:00,SIM,SERIPA-6,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
43264,"INCIDENTE GRAVE","FALHA DO MOTOR EM VOO",BROTAS,SP,BRASIL,****,2010-11-24,19:10:00,SIM,SERIPA-4,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
37435,"INCIDENTE GRAVE","FALHA DO MOTOR EM VOO","PASSAGEM FRANCA",MA,BRASIL,****,2009-05-07,20:10:00,SIM,SERIPA-1,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
46754,"INCIDENTE GRAVE","POUSO SEM TREM",SOURE,PA,BRASIL,SNSW,2012-12-12,20:10:00,SIM,SERIPA-1,FINALIZADA,"OF Nº 3/SI/2071 DE 04/03/2013",NULL,NULL,0,1,NULL,2016-07-30
52967,ACIDENTE,"PERDA DE CONTROLE NO SOLO",SINOP,MT,BRASIL,SWSI,2013-04-09,11:50:00,SIM,SERIPA-6,FINALIZADA,A-065/CENIPA/2013,1,2013-07-16,0,1,1,2016-07-30
32378,ACIDENTE,"PERDA DE CONTROLE EM VOO",SINOP,MT,BRASIL,****,2008-04-21,19:45:00,SIM,SERIPA-6,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
51449,"INCIDENTE GRAVE","COM TREM DE POUSO",SINOP,MT,BRASIL,SWSI,2014-05-13,15:50:00,SIM,SERIPA-6,ATIVA,IG-099/CENIPA/2014,NULL,NULL,0,1,1,2016-07-30
52533,ACIDENTE,"FALHA DO MOTOR EM VOO",SINOP,MT,BRASIL,****,2014-09-23,17:30:00,SIM,SERIPA-6,FINALIZADA,A-160/CENIPA/2014,1,2015-04-24,0,1,NULL,2016-07-30
47876,ACIDENTE,"FALHA DO MOTOR EM VOO",SINOP,MT,BRASIL,SWSI,2013-04-21,12:50:00,SIM,SERIPA-6,FINALIZADA,A-074/CENIPA/2013,1,2016-03-18,1,1,NULL,2016-07-30
45936,ACIDENTE,"FALHA DO MOTOR EM VOO",SINOP,MT,BRASIL,****,2012-06-13,11:50:00,SIM,SERIPA-6,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
43268,ACIDENTE,"MANOBRAS A BAIXA ALTURA",SORRISO,MT,BRASIL,****,2010-11-18,18:00:00,SIM,SERIPA-6,FINALIZADA,"ENCERRADA NO RAI",NULL,NULL,0,1,NULL,2016-07-30
28173,ACIDENTE,"PERDA DE CONTROLE EM VOO",SORRISO,MT,BRASIL,****,2006-12-11,17:00:00,SIM,SERIPA-6,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
47296,ACIDENTE,INDETERMINADA,SORRISO,MT,BRASIL,****,2013-03-26,14:20:00,SIM,SERIPA-6,FINALIZADA,A-060/CENIPA/2013,1,2015-07-15,0,1,NULL,2016-07-30
52843,"INCIDENTE GRAVE","COM TREM DE POUSO",SORRISO,MT,BRASIL,SSAC,2014-12-11,14:00:00,SIM,SERIPA-6,ATIVA,IG-198/CENIPA/2014,NULL,NULL,0,1,NULL,2016-07-30
46747,ACIDENTE,"PERDA DE CONTROLE EM VOO",SORRISO,MT,BRASIL,****,2012-12-06,20:00:00,SIM,SERIPA-6,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
45732,ACIDENTE,"PERDA DE CONTROLE EM VOO",SORRISO,MT,BRASIL,****,2012-04-03,17:30:00,SIM,SERIPA-6,FINALIZADA,"ENCERRADA NO RAI",NULL,NULL,0,1,NULL,2016-07-30
45564,ACIDENTE,"FALHA DO MOTOR EM VOO",SONORA,MS,BRASIL,****,2012-02-08,09:50:00,SIM,SERIPA-4,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
46781,ACIDENTE,INDETERMINADA,SONORA,MS,BRASIL,****,2012-12-31,11:30:00,SIM,SERIPA-4,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
45270,ACIDENTE,"PERDA DE CONTROLE EM VOO",TABAPORÃ,MT,BRASIL,****,2011-11-20,19:00:00,SIM,SERIPA-6,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
49119,ACIDENTE,"PERDA DE CONTROLE NO SOLO","TANGARÁ DA SERRA",MT,BRASIL,SWTS,2013-07-19,20:30:00,SIM,SERIPA-6,FINALIZADA,A-133/CENIPA/2013,1,2014-05-29,1,1,NULL,2016-07-30
50317,ACIDENTE,"PERDA DE CONTROLE EM VOO","TANGARÁ DA SERRA",MT,BRASIL,SDVI,2013-10-27,13:00:00,SIM,SERIPA-6,FINALIZADA,A-194/CENIPA/2013,1,2015-03-06,0,1,NULL,2016-07-30
52279,ACIDENTE,"COLISÃO EM VOO COM OBSTÁCULO","TANGARÁ DA SERRA",MT,BRASIL,SDVI,2014-09-07,14:35:00,SIM,SERIPA-6,ATIVA,A-155/CENIPA/2014,NULL,NULL,0,1,NULL,2016-07-30
51006,ACIDENTE,"FALHA DO MOTOR EM VOO",TAQUARUSSU,MS,BRASIL,****,2014-04-23,12:30:00,SIM,SERIPA-4,ATIVA,A-082/CENIPA/2014,NULL,NULL,0,1,NULL,2016-07-30
34650,"INCIDENTE GRAVE","POUSO EM LOCAL NÃO PREVISTO","TERRA SANTA",PA,BRASIL,****,2008-12-01,20:40:00,SIM,SERIPA-1,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
49121,ACIDENTE,"PERDA DE CONTROLE NO SOLO",FORMOSA,GO,BRASIL,SWFR,2013-07-06,16:35:00,SIM,SERIPA-6,FINALIZADA,A-125/CENIPA/2013,1,2014-04-24,0,1,NULL,2016-07-30
52531,ACIDENTE,"COLISÃO EM VOO COM OBSTÁCULO",FORMOSA,GO,BRASIL,SWFR,2014-09-19,16:30:00,***,SERIPA-6,NULL,NULL,NULL,NULL,0,1,NULL,2016-07-30
29620,ACIDENTE,"PANE SECA",FORMOSA,GO,BRASIL,****,2006-09-13,23:50:00,SIM,SERIPA-6,FINALIZADA,A-125/CENIPA/2011,1,2011-12-21,1,1,NULL,2016-07-30
44983,"INCIDENTE GRAVE","PERDA DE CONTROLE NO SOLO",FORMOSA,GO,BRASIL,SWFR,2011-02-19,20:40:00,SIM,SERIPA-6,FINALIZADA,"ENCERRADA NO RAI",NULL,NULL,0,1,NULL,2016-07-30
45830,"INCIDENTE GRAVE","PERDA DE CONTROLE NO SOLO",FORMOSA,GO,BRASIL,SWFR,2012-05-06,19:00:00,SIM,SERIPA-6,FINALIZADA,"ENCERRADA NO RAI",NULL,NULL,0,1,1,2016-07-30
47354,ACIDENTE,"FALHA DO MOTOR EM VOO",FORMOSA,GO,BRASIL,****,2013-04-03,19:21:00,SIM,SERIPA-6,FINALIZADA,A-063/CENIPA/2013,1,2013-07-08,0,1,NULL,2016-07-30
43725,ACIDENTE,"PERDA DE CONTROLE NO SOLO",FORMOSA,GO,BRASIL,SWFR,2010-12-18,20:00:00,SIM,SERIPA-6,FINALIZADA,A-503/CENIPA/2015,1,2015-04-15,0,1,NULL,2016-07-30
47018,ACIDENTE,"POUSO ANTES DA PISTA",FORMOSA,GO,BRASIL,****,2013-02-16,20:00:00,***,SERIPA-6,NULL,NULL,NULL,NULL,0,1,NULL,2016-07-30
50349,ACIDENTE,"OUTROS TIPOS",TAPURAH,MT,BRASIL,****,2013-11-04,21:39:00,***,SERIPA-6,NULL,NULL,NULL,NULL,0,1,NULL,2016-07-30
43266,ACIDENTE,"PERDA DE CONTROLE EM VOO",TAPURAH,MT,BRASIL,****,2010-11-18,18:00:00,SIM,SERIPA-6,FINALIZADA,"ENCERRADA NO RAI",NULL,NULL,2,1,NULL,2016-07-30
44755,ACIDENTE,"PERDA DE CONTROLE EM VOO",TAPURAH,MT,BRASIL,****,2007-01-30,20:30:00,SIM,SERIPA-6,FINALIZADA,A-077/CENIPA/2009,1,2009-12-30,7,1,NULL,2016-07-30
50246,ACIDENTE,"PERDA DE COMPONENTE EM VOO",TAPURAH,MT,BRASIL,****,2013-12-18,12:45:00,SIM,SERIPA-6,ATIVA,A-227/CENIPA/2013,NULL,NULL,0,1,NULL,2016-07-30
43472,ACIDENTE,"COM TREM DE POUSO",PICOS,PI,BRASIL,****,2010-12-13,12:30:00,SIM,SERIPA-2,FINALIZADA,A-123/CENIPA/2012,1,2012-11-19,5,1,NULL,2016-07-30
52676,ACIDENTE,"PANE SECA",TUCUMÃ,PA,BRASIL,****,2014-11-30,16:14:00,SIM,SERIPA-1,FINALIZADA,A-189/CENIPA/2014,1,2015-05-22,0,1,NULL,2016-07-30
31278,"INCIDENTE GRAVE","FALHA DO MOTOR EM VOO",NATAL,RN,BRASIL,****,2007-12-17,19:27:00,SIM,CENIPA,FINALIZADA,I-099/CENIPA/2012,1,2012-09-20,16,1,NULL,2016-07-30
32641,ACIDENTE,"POUSO EM LOCAL NÃO PREVISTO",TESOURO,MT,BRASIL,****,2008-06-11,11:26:00,SIM,SERIPA-6,FINALIZADA,A-066/CENIPA/2009,1,2009-12-07,7,1,NULL,2016-07-30
44198,ACIDENTE,INDETERMINADA,BURITAMA,SP,BRASIL,****,2011-03-19,11:18:00,***,SERIPA-4,NULL,NULL,NULL,NULL,0,1,NULL,2016-07-30
52832,ACIDENTE,"PERDA DE CONTROLE EM VOO",BURITAMA,SP,BRASIL,****,2014-12-14,23:40:00,SIM,SERIPA-4,FINALIZADA,A-199/CENIPA/2014,1,2015-10-19,0,1,NULL,2016-07-30
38376,ACIDENTE,"PERDA DE CONTROLE NO SOLO",BURITAMA,SP,BRASIL,****,2009-07-22,14:00:00,SIM,SERIPA-4,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
52989,"INCIDENTE GRAVE","PANE SECA","CONCEIÇÃO DA FEIRA",BA,BRASIL,****,2015-01-26,18:15:00,***,SERIPA-2,NULL,NULL,NULL,NULL,0,1,NULL,2016-07-30
