codigo_aeronave,codigo_ocorrencia,matricula,codigo_operador,equipamento,fabricante,modelo,tipo_motor,quantidade_motores,peso_maximo_decolagem,quantidade_assentos,ano_fabricacao,pais_registro,categoria_registro,categoria_aviacao,origem_voo,destino_voo,fase_operacao,tipo_operacao,nivel_dano,quantidade_fatalidades,dia_extracao
11396,42738,PTCDW,3992,AVIÃO,"PIPER AIRCRAFT",PA-23-250,PISTÃO,2,2241,6,1969,BRASIL,TPP,PARTICULAR,****,****,POUSO,PRIVADA,SUBSTANCIAL,NULL,2016-07-30
11398,46152,PTMAB,965,AVIÃO,EMBRAER,EMB-121A1,TURBOÉLICE,2,5670,7,1979,BRASIL,TPX,"TÁXI AÉREO",SBBH,SDAG,"NAVEGAÇÃO A BAIXA ALTURA","TÁXI AÉREO",DESTRUÍDA,3,2016-07-30
11401,42757,PPMPE,1422,HELICÓPTERO,AGUSTA,A109E,TURBOEIXO,2,2850,8,2001,BRASIL,TPX,"TÁXI AÉREO",****,****,TÁXI,"TÁXI AÉREO",LEVE,NULL,2016-07-30
11403,44541,PTIFS,241,AVIÃO,"PIPER AIRCRAFT",PA-34-200,PISTÃO,2,1905,6,1972,BRASIL,PRI,INSTRUÇÃO,****,****,DESCIDA,INSTRUÇÃO,SUBSTANCIAL,4,2016-07-30
11403,42760,PTIFS,241,AVIÃO,"PIPER AIRCRAFT",PA-34-200,PISTÃO,2,1905,6,1972,BRASIL,PRI,INSTRUÇÃO,SDPW,****,"CORRIDA APÓS POUSO",INSTRUÇÃO,LEVE,NULL,2016-07-30
11420,42838,PTFCA,322,AVIÃO,"CESSNA AIRCRAFT",152,PISTÃO,1,758,2,1979,BRASIL,PRI,INSTRUÇÃO,****,****,DECOLAGEM,INSTRUÇÃO,NENHUM,NULL,2016-07-30
11420,49878,PTFCA,322,AVIÃO,"CESSNA AIRCRAFT",152,PISTÃO,1,758,2,1979,BRASIL,PRI,INSTRUÇÃO,SBBI,SBBI,MANOBRA,INSTRUÇÃO,SUBSTANCIAL,NULL,2016-07-30
11430,42880,PTLCC,3992,AVIÃO,"CESSNA AIRCRAFT",500,JATO,2,5375,7,1981,BRASIL,TPP,PARTICULAR,****,****,POUSO,PRIVADA,LEVE,NULL,2016-07-30
11431,42882,PTZHS,3992,AVIÃO,"TERRA AMBIENTAL E INCORPORADORA LTDA",RV-10,PISTÃO,1,1224,2,2010,BRASIL,PET,EXPERIMENTAL,****,****,POUSO,EXPERIMENTAL,NENHUM,NULL,2016-07-30
11441,42919,PRJTA,3140,AVIÃO,"CESSNA AIRCRAFT",T207A,PISTÃO,1,1724,7,1978,BRASIL,TPX,"TÁXI AÉREO",SIRJ,SJGE,CRUZEIRO,"TÁXI AÉREO",SUBSTANCIAL,NULL,2016-07-30
11442,42921,PRDAN,3992,HELICÓPTERO,"ROBINSON HELICOPTER","R44 II",PISTÃO,1,1134,4,2009,BRASIL,TPP,PARTICULAR,****,SNFX,CRUZEIRO,PRIVADA,DESTRUÍDA,4,2016-07-30
11443,42960,PTOXL,3992,AVIÃO,"CESSNA AIRCRAFT",R182,PISTÃO,1,1406,4,1979,BRASIL,TPP,PARTICULAR,****,****,"CORRIDA APÓS POUSO",PRIVADA,LEVE,NULL,2016-07-30
11446,42983,PRCCO,3992,HELICÓPTERO,"ROBINSON HELICOPTER","R44 II",PISTÃO,1,1134,4,2005,BRASIL,TPP,PARTICULAR,****,****,POUSO,PRIVADA,DESTRUÍDA,1,2016-07-30
11457,42997,PTEGM,4857,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-721C,PISTÃO,1,1633,7,1976,BRASIL,TPX,"TÁXI AÉREO",SBJC,SBMA,DECOLAGEM,"TÁXI AÉREO",SUBSTANCIAL,NULL,2016-07-30
11458,42999,PTNOP,3992,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-711C,PISTÃO,1,1202,4,1977,BRASIL,TPP,PARTICULAR,****,****,POUSO,PRIVADA,SUBSTANCIAL,NULL,2016-07-30
11461,43003,PTAXX,3992,AVIÃO,"CESSNA AIRCRAFT",172,PISTÃO,1,998,4,1957,BRASIL,TPP,PARTICULAR,SSJI,SSJI,"NAVEGAÇÃO A BAIXA ALTURA",PRIVADA,SUBSTANCIAL,NULL,2016-07-30
11467,43021,PTUHJ,1436,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-202,PISTÃO,1,1800,1,1993,BRASIL,SAE,ESPECIALIZADA,SSSB,****,"OUTRA FASE",ESPECIALIZADA,SUBSTANCIAL,NULL,2016-07-30
11469,43023,PTJAP,4847,AVIÃO,"CESSNA AIRCRAFT",182P,PISTÃO,1,1338,4,1973,BRASIL,TPX,"TÁXI AÉREO",****,****,CRUZEIRO,"TÁXI AÉREO",NENHUM,NULL,2016-07-30
11472,43027,PTIHI,1032,AVIÃO,"PIPER AIRCRAFT",PA-34-200,PISTÃO,2,1905,6,1972,BRASIL,PRI,INSTRUÇÃO,****,****,SUBIDA,INSTRUÇÃO,LEVE,NULL,2016-07-30
11475,53152,PTYPB,3800,HELICÓPTERO,"ROBINSON HELICOPTER",R22,PISTÃO,1,621,2,1995,BRASIL,PRI,INSTRUÇÃO,SBJR,SBJR,MANOBRA,INSTRUÇÃO,LEVE,NULL,2016-07-30
11480,43043,PUNCC,3992,ULTRALEVE,***,ADVENTURE,PISTÃO,1,420,2,2003,BRASIL,PET,EXPERIMENTAL,****,****,"OUTRA FASE",EXPERIMENTAL,SUBSTANCIAL,1,2016-07-30
11481,43044,PUCDA,3992,ULTRALEVE,***,"RANS S9 CHAOS",PISTÃO,1,308,2,1998,BRASIL,PET,EXPERIMENTAL,****,****,MANOBRA,EXPERIMENTAL,SUBSTANCIAL,NULL,2016-07-30
11484,43063,PTHLD,3175,HELICÓPTERO,HELIBRAS,HB-350B,TURBOEIXO,1,1950,6,1980,BRASIL,TPX,"TÁXI AÉREO",****,****,POUSO,"TÁXI AÉREO",SUBSTANCIAL,NULL,2016-07-30
11490,43070,PPIAL,3992,AVIÃO,"BEECH AIRCRAFT",35-B33,PISTÃO,1,1360,4,1962,BRASIL,TPP,PARTICULAR,****,****,POUSO,PRIVADA,SUBSTANCIAL,NULL,2016-07-30
11499,52942,PRRAU,3992,AVIÃO,"BEECH AIRCRAFT",58,PISTÃO,2,2449,6,1976,BRASIL,TPP,PARTICULAR,SWBR,SWFN,POUSO,PRIVADA,SUBSTANCIAL,NULL,2016-07-30
11500,43089,PTNDR,3992,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-711C,PISTÃO,1,1202,4,1976,BRASIL,TPP,PARTICULAR,SNXT,SBUL,DECOLAGEM,PRIVADA,SUBSTANCIAL,NULL,2016-07-30
11502,43091,PUFAI,3992,ULTRALEVE,***,"PELICAN 500BR",PISTÃO,1,600,2,2007,BRASIL,PET,EXPERIMENTAL,****,****,"PARTIDA DO MOTOR",EXPERIMENTAL,SUBSTANCIAL,NULL,2016-07-30
11506,43095,PPXCE,3992,ULTRALEVE,***,KR-2S,PISTÃO,1,480,2,1999,BRASIL,PET,EXPERIMENTAL,****,****,SUBIDA,EXPERIMENTAL,LEVE,NULL,2016-07-30
11511,43153,PPAIR,3992,HELICÓPTERO,"ROBINSON HELICOPTER","R44 II",PISTÃO,1,1134,4,2006,BRASIL,TPP,PARTICULAR,****,SBJR,DECOLAGEM,PRIVADA,SUBSTANCIAL,NULL,2016-07-30
11521,43253,PRMTK,4815,AVIÃO,"BOEING COMPANY",727-222,JATO,3,80740,5,1969,BRASIL,TPR,REGULAR,****,****,ESTACIONAMENTO,REGULAR,***,NULL,2016-07-30
11522,43256,PRHSF,3992,AVIÃO,"CESSNA AIRCRAFT",T182T,PISTÃO,1,1406,4,2001,BRASIL,TPP,PARTICULAR,SNTS,SBRF,"APROXIMAÇÃO FINAL",PRIVADA,LEVE,NULL,2016-07-30
11530,43264,PRMSH,2176,AVIÃO,"CESSNA AIRCRAFT",208B,TURBOÉLICE,1,3969,4,1998,BRASIL,TPX,"TÁXI AÉREO",****,****,CRUZEIRO,"TÁXI AÉREO",SUBSTANCIAL,NULL,2016-07-30
11533,43268,PTURZ,420,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-202,PISTÃO,1,1800,1,2004,BRASIL,SAE-AG,AGRÍCOLA,****,****,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,NULL,2016-07-30
11537,52596,PRGOR,5106,AVIÃO,"BOEING COMPANY",737-76N,JATO,2,61461,153,2002,BRASIL,TPR,REGULAR,SBUL,SBCF,DESCIDA,REGULAR,NENHUM,NULL,2016-07-30
11540,48058,PRVBE,5106,AVIÃO,"BOEING COMPANY",737-8AS,JATO,2,70533,194,1999,BRASIL,TPR,REGULAR,****,****,DECOLAGEM,REGULAR,LEVE,NULL,2016-07-30
11548,48429,PTONR,3992,AVIÃO,"BEECH AIRCRAFT",95-B55,PISTÃO,2,2268,4,1978,BRASIL,TPP,PARTICULAR,****,****,POUSO,PRIVADA,SUBSTANCIAL,NULL,2016-07-30
11554,43294,PTYDU,193,HELICÓPTERO,"ROBINSON HELICOPTER",R22,PISTÃO,1,622,2,1995,BRASIL,PRI,INSTRUÇÃO,SWNV,****,DECOLAGEM,INSTRUÇÃO,SUBSTANCIAL,NULL,2016-07-30
11561,43321,PTUFG,774,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-201A,PISTÃO,1,1800,1,1980,BRASIL,SAE,ESPECIALIZADA,SSPO,SSPO,ESPECIALIZADA,ESPECIALIZADA,SUBSTANCIAL,NULL,2016-07-30
11564,51655,PTWRU,4366,ANFÍBIO,"CESSNA AIRCRAFT","208 ANFIBIO",TURBOÉLICE,1,3629,10,1998,BRASIL,TPX,"TÁXI AÉREO",SBEG,****,"CORRIDA APÓS POUSO","TÁXI AÉREO",SUBSTANCIAL,NULL,2016-07-30
11610,43389,PRREI,3992,AVIÃO,"CIRRUS DESIGN",SR20,PISTÃO,1,1315,4,2008,BRASIL,TPP,PARTICULAR,****,SNIB,DECOLAGEM,PRIVADA,SUBSTANCIAL,1,2016-07-30
11611,43390,PTEGT,1891,AVIÃO,EMBRAER,EMB-810C,PISTÃO,2,2073,4,1977,BRASIL,SAE,ESPECIALIZADA,SBPS,****,DESCIDA,ESPECIALIZADA,LEVE,NULL,2016-07-30
11612,43392,PTDSY,1657,AVIÃO,"PIPER AIRCRAFT",PA-28-235,PISTÃO,1,1315,4,0,BRASIL,TPP,PARTICULAR,****,****,SUBIDA,PRIVADA,DESTRUÍDA,NULL,2016-07-30
11613,43393,PTDBM,1889,AVIÃO,"PIPER AIRCRAFT",PA-31,PISTÃO,2,2948,4,1970,BRASIL,SAE,ESPECIALIZADA,SNOX,****,ESPECIALIZADA,ESPECIALIZADA,SUBSTANCIAL,NULL,2016-07-30
11621,43403,N29507,3992,AVIÃO,"CESSNA AIRCRAFT",210,PISTÃO,1,1723,0,0,"ESTADOS UNIDOS",TPP,PARTICULAR,****,****,CRUZEIRO,PRIVADA,SUBSTANCIAL,NULL,2016-07-30
11635,44231,PTESF,2725,AVIÃO,EMBRAER,"EMB-820C NAVAJO",PISTÃO,2,3175,8,1978,BRASIL,TPX,"TÁXI AÉREO",****,****,TÁXI,"TÁXI AÉREO",SUBSTANCIAL,NULL,2016-07-30
11638,43446,PTFFD,3858,AVIÃO,"CESSNA AIRCRAFT",A188B,PISTÃO,1,1497,1,1976,BRASIL,SAE-AG,AGRÍCOLA,****,****,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,NULL,2016-07-30
11640,43449,PPGNY,251,AVIÃO,"AERO BOERO",AB-115,PISTÃO,1,770,2,1993,BRASIL,PRI,INSTRUÇÃO,****,****,"ARREMETIDA NO SOLO",INSTRUÇÃO,SUBSTANCIAL,NULL,2016-07-30
11641,43450,PTHOL,5956,HELICÓPTERO,"ROBINSON HELICOPTER",R22,PISTÃO,1,590,2,1992,BRASIL,PRI,INSTRUÇÃO,****,****,TÁXI,INSTRUÇÃO,SUBSTANCIAL,NULL,2016-07-30
11641,46305,PTHOL,3600,HELICÓPTERO,"ROBINSON HELICOPTER",R22,PISTÃO,1,590,2,1992,BRASIL,PRI,INSTRUÇÃO,****,****,MANOBRA,INSTRUÇÃO,DESTRUÍDA,2,2016-07-30
11643,43452,PTREL,3992,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-721D,PISTÃO,1,1633,6,1980,BRASIL,TPP,PARTICULAR,****,****,CRUZEIRO,PRIVADA,SUBSTANCIAL,NULL,2016-07-30
11644,43454,PTWUG,3992,AVIÃO,"BEECH AIRCRAFT",C90A,TURBOÉLICE,2,4377,8,0,BRASIL,TPP,PARTICULAR,SBUR,SBLO,"CIRCUITO DE TRÁFEGO",PRIVADA,DESTRUÍDA,NULL,2016-07-30
11645,43455,PTLEU,3992,AVIÃO,"BEECH AIRCRAFT",95-B55,PISTÃO,2,2268,6,1973,BRASIL,TPP,PARTICULAR,SBVT,SBBR,CRUZEIRO,PRIVADA,DESTRUÍDA,4,2016-07-30
11646,50343,PTNXS,283,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-712,PISTÃO,1,1157,4,1980,BRASIL,PRI,INSTRUÇÃO,SBMT,****,POUSO,INSTRUÇÃO,SUBSTANCIAL,NULL,2016-07-30
11646,50093,PTNXS,283,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-712,PISTÃO,1,1157,4,1980,BRASIL,PRI,INSTRUÇÃO,****,****,"OUTRA FASE",INSTRUÇÃO,NENHUM,NULL,2016-07-30
11649,43461,PRWJU,5239,AVIÃO,"BOEING COMPANY",737-36N,JATO,2,62822,156,1997,BRASIL,TPR,REGULAR,****,****,DESCIDA,REGULAR,NENHUM,NULL,2016-07-30
11652,44001,PTVAE,5365,AVIÃO,EMBRAER,EMB-810D,PISTÃO,2,2155,6,1985,BRASIL,TPX,"TÁXI AÉREO",****,****,"CORRIDA APÓS POUSO","TÁXI AÉREO",SUBSTANCIAL,NULL,2016-07-30
11658,43471,PTYYG,1519,HELICÓPTERO,"ROBINSON HELICOPTER",R22,PISTÃO,1,622,2,1998,BRASIL,SAE,ESPECIALIZADA,****,****,ESPECIALIZADA,ESPECIALIZADA,SUBSTANCIAL,NULL,2016-07-30
11660,43473,PRLEH,3992,ANFÍBIO,"LAKE AIRCRAFT",LA-4-200,PISTÃO,1,1220,4,1980,BRASIL,TPP,PARTICULAR,****,****,"CORRIDA APÓS POUSO",PRIVADA,LEVE,NULL,2016-07-30
11662,43480,PRGLP,117,AVIÃO,"PIPER AIRCRAFT",PA-25-235,PISTÃO,1,1315,1,1975,BRASIL,SAE-AG,AGRÍCOLA,****,****,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,NULL,2016-07-30
11662,50802,PRGLP,4635,AVIÃO,"PIPER AIRCRAFT",PA-25-235,PISTÃO,1,1315,1,1975,BRASIL,SAE-AG,AGRÍCOLA,****,****,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,NULL,2016-07-30
11663,43503,PUMVB,3992,ULTRALEVE,"AEROBRAVO LTDA","STOL CH 701",PISTÃO,1,580,2,2008,BRASIL,PET,EXPERIMENTAL,****,****,"CORRIDA APÓS POUSO",EXPERIMENTAL,SUBSTANCIAL,NULL,2016-07-30
11665,43524,PUMBH,3992,ULTRALEVE,***,"EXCEL CARGO",PISTÃO,1,750,1,2008,BRASIL,PET,EXPERIMENTAL,****,****,DESCIDA,EXPERIMENTAL,SUBSTANCIAL,2,2016-07-30
11723,47014,PRVBI,5106,AVIÃO,"BOEING COMPANY",737-73V,JATO,2,62595,152,2002,BRASIL,TPR,REGULAR,****,****,"CIRCUITO DE TRÁFEGO",REGULAR,NENHUM,NULL,2016-07-30
11761,45554,PRPSK,3994,AVIÃO,EMBRAER,EMB-145LR,JATO,2,21990,54,2001,BRASIL,TPR,REGULAR,SBGR,SBUL,POUSO,REGULAR,LEVE,NULL,2016-07-30
11761,43633,PRPSK,3994,AVIÃO,EMBRAER,EMB-145LR,JATO,2,21990,54,2001,BRASIL,TPR,REGULAR,****,****,"CORRIDA APÓS POUSO",REGULAR,NENHUM,NULL,2016-07-30
11790,43911,PUHHC,3992,ULTRALEVE,"HENRIQUE HAMILTON CERQUEIRA SANTOS",R-12,PISTÃO,1,732,2,2009,BRASIL,PET,EXPERIMENTAL,****,****,"APROXIMAÇÃO FINAL",EXPERIMENTAL,SUBSTANCIAL,NULL,2016-07-30
11797,44977,PRSNM,3992,AVIÃO,"CESSNA AIRCRAFT",T206H,PISTÃO,1,1633,6,2010,BRASIL,TPP,PARTICULAR,SBRJ,SBJR,"CORRIDA APÓS POUSO",PRIVADA,LEVE,NULL,2016-07-30
11802,50792,PTAVC,1732,AVIÃO,"CESSNA AIRCRAFT",150J,PISTÃO,1,725,2,1969,BRASIL,PRI,INSTRUÇÃO,SSIE,****,"ARREMETIDA NO AR",INSTRUÇÃO,SUBSTANCIAL,NULL,2016-07-30
11815,43703,PTURK,3992,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-202,PISTÃO,1,1800,1,2004,BRASIL,TPP,PARTICULAR,SIWJ,****,POUSO,PRIVADA,SUBSTANCIAL,NULL,2016-07-30
11817,43705,PRART,3992,AVIÃO,"BEECH AIRCRAFT",200,TURBOÉLICE,2,5670,12,1981,BRASIL,TPP,PARTICULAR,****,****,"APROXIMAÇÃO FINAL",PRIVADA,DESTRUÍDA,6,2016-07-30
11820,43709,PTHZS,2486,HELICÓPTERO,HELIBRAS,"AS 350 B2",TURBOEIXO,1,2250,6,1997,BRASIL,SAE,ESPECIALIZADA,****,****,ESPECIALIZADA,ESPECIALIZADA,LEVE,NULL,2016-07-30
11826,43719,PRHQB,3992,HELICÓPTERO,"BELL HELICOPTER",206B,TURBOEIXO,1,1451,5,1969,BRASIL,TPP,PARTICULAR,SNAU,****,TÁXI,PRIVADA,DESTRUÍDA,1,2016-07-30
11829,43724,PTUHQ,4530,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-202,PISTÃO,1,1800,1,1993,BRASIL,SAE-AG,AGRÍCOLA,****,****,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,NULL,2016-07-30
11831,43726,PTUHF,1566,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-202,PISTÃO,1,1800,1,1992,BRASIL,SAE-AG,AGRÍCOLA,****,****,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,NULL,2016-07-30
11833,43729,BRXXX1,1657,AVIÃO,"CESSNA AIRCRAFT",R182,PISTÃO,1,0,0,0,"NÃO IDENTIFICADO",***,***,****,****,INDETERMINADA,***,DESTRUÍDA,NULL,2016-07-30
11848,43752,PPBIL,3992,AVIÃO,"BEECH AIRCRAFT",A36,PISTÃO,1,1656,0,0,BRASIL,TPP,PARTICULAR,****,****,DECOLAGEM,PRIVADA,SUBSTANCIAL,NULL,2016-07-30
11865,43776,PTNUT,3992,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-712,PISTÃO,1,1157,4,1979,BRASIL,TPP,PARTICULAR,SWRD,SWDC,"CORRIDA APÓS POUSO",PRIVADA,SUBSTANCIAL,NULL,2016-07-30
11866,43778,PPFOX,1732,AVIÃO,"CESSNA AIRCRAFT",150M,PISTÃO,1,726,2,1977,BRASIL,PRI,INSTRUÇÃO,SSAY,SSAY,"ARREMETIDA NO AR",INSTRUÇÃO,SUBSTANCIAL,NULL,2016-07-30
11870,43794,PUGIL,3992,ULTRALEVE,***,"COYOTE II",PISTÃO,1,490,2,1998,BRASIL,PET,EXPERIMENTAL,****,****,SUBIDA,EXPERIMENTAL,DESTRUÍDA,2,2016-07-30
11878,51438,PPXEX,3992,AVIÃO,***,"LANCAIR 320 FB",PISTÃO,1,820,2,2002,BRASIL,PET,EXPERIMENTAL,****,****,DECOLAGEM,EXPERIMENTAL,LEVE,NULL,2016-07-30
11879,43808,PTKAS,3992,AVIÃO,"CESSNA AIRCRAFT",182P,PISTÃO,1,1338,4,1974,BRASIL,TPP,PARTICULAR,SWGN,****,"ARREMETIDA NO SOLO",PRIVADA,DESTRUÍDA,2,2016-07-30
11880,43809,PTFFG,2311,AVIÃO,"CESSNA AIRCRAFT",A188B,PISTÃO,1,1905,1,1983,BRASIL,SAE-AG,AGRÍCOLA,SNHU,****,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,1,2016-07-30
11884,43814,PRRPE,3992,AVIÃO,"CIRRUS DESIGN",SR22,PISTÃO,1,1542,4,2007,BRASIL,TPP,PARTICULAR,SBJD,SDCO,DECOLAGEM,PRIVADA,SUBSTANCIAL,NULL,2016-07-30
11898,43832,PTOPR,2462,AVIÃO,"BEECH AIRCRAFT",C90,TURBOÉLICE,2,4377,7,1979,BRASIL,TPX,"TÁXI AÉREO",****,****,POUSO,"TÁXI AÉREO",SUBSTANCIAL,NULL,2016-07-30
11911,43869,PUFAT,3992,ULTRALEVE,"FABRICACAO PROPRIA","FOX V5 SUPER",PISTÃO,1,417,0,0,BRASIL,PET,EXPERIMENTAL,****,****,INDETERMINADA,EXPERIMENTAL,DESTRUÍDA,1,2016-07-30
11912,43869,PURHM,3992,ULTRALEVE,***,"FOX II",PISTÃO,1,417,2,1990,BRASIL,PET,EXPERIMENTAL,****,****,INDETERMINADA,EXPERIMENTAL,DESTRUÍDA,NULL,2016-07-30
11913,46048,PRJHM,2176,AVIÃO,"BEECH AIRCRAFT",58,PISTÃO,2,2449,6,1973,BRASIL,TPX,"TÁXI AÉREO",SBBH,SBGR,"CORRIDA APÓS POUSO","TÁXI AÉREO",SUBSTANCIAL,NULL,2016-07-30
11913,43870,PRJHM,2176,AVIÃO,"BEECH AIRCRAFT",58,PISTÃO,2,2449,6,1973,BRASIL,TPX,"TÁXI AÉREO",SBGR,SBBR,"CORRIDA APÓS POUSO","TÁXI AÉREO",LEVE,NULL,2016-07-30
11913,46977,PRJHM,3992,AVIÃO,"BEECH AIRCRAFT",58,PISTÃO,2,2449,6,1973,BRASIL,TPP,PARTICULAR,****,****,INDETERMINADA,PRIVADA,SUBSTANCIAL,NULL,2016-07-30
11914,52840,PTNYJ,283,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-712,PISTÃO,1,1157,4,1980,BRASIL,PRI,INSTRUÇÃO,SBMT,SBMT,"CORRIDA APÓS POUSO",INSTRUÇÃO,LEVE,NULL,2016-07-30
11941,43900,PTPSC,3992,AVIÃO,"PIPER AIRCRAFT",PA-32R-301T,PISTÃO,1,1633,7,1999,BRASIL,TPP,PARTICULAR,SJCY,SWOK,POUSO,PRIVADA,SUBSTANCIAL,NULL,2016-07-30
11946,43906,PPABX,3992,AVIÃO,"CESSNA AIRCRAFT",152,PISTÃO,1,757,2,1978,BRASIL,TPP,PARTICULAR,SJCY,SWLV,DECOLAGEM,PRIVADA,DESTRUÍDA,NULL,2016-07-30
11947,43908,PRAAK,1076,AVIÃO,"CESSNA AIRCRAFT",A188B,PISTÃO,1,1497,1,1977,BRASIL,SAE-AG,AGRÍCOLA,****,****,"OUTRA FASE",AGRÍCOLA,SUBSTANCIAL,NULL,2016-07-30
11956,53107,PREFX,335,HELICÓPTERO,AGUSTA,AB139,TURBOEIXO,2,6800,17,2006,BRASIL,TPX,"TÁXI AÉREO",SBGR,****,CRUZEIRO,"TÁXI AÉREO",LEVE,NULL,2016-07-30
11960,43921,PURCJ,3992,ULTRALEVE,***,"TRIKE CX",PISTÃO,1,355,2,2002,BRASIL,PET,EXPERIMENTAL,****,****,MANOBRA,EXPERIMENTAL,DESTRUÍDA,2,2016-07-30
11986,43977,PTUXS,3992,AVIÃO,EMBRAER,EMB-202A,PISTÃO,1,1800,1,2009,BRASIL,TPP,PARTICULAR,****,****,CRUZEIRO,PRIVADA,SUBSTANCIAL,NULL,2016-07-30
11993,43986,PRSSK,3992,HELICÓPTERO,AGUSTA,A109E,TURBOEIXO,2,3000,8,2006,BRASIL,TPP,PARTICULAR,****,****,PAIRADO,PRIVADA,LEVE,NULL,2016-07-30
11994,43988,PTITI,3992,AVIÃO,"PIPER AIRCRAFT",PA-28R-200,PISTÃO,1,1202,4,1973,BRASIL,TPP,PARTICULAR,SNNU,SBVG,CRUZEIRO,PRIVADA,***,NULL,2016-07-30
11997,43992,PTUXX,3992,AVIÃO,EMBRAER,EMB-202A,PISTÃO,1,1800,1,2009,BRASIL,TPP,PARTICULAR,****,****,DECOLAGEM,PRIVADA,SUBSTANCIAL,NULL,2016-07-30
11998,43994,PRABM,3992,AVIÃO,"CESSNA AIRCRAFT",210L,PISTÃO,1,1724,0,0,BRASIL,TPP,PARTICULAR,SWNV,SWLC,DECOLAGEM,PRIVADA,SUBSTANCIAL,NULL,2016-07-30
11999,43998,PRLCJ,3259,HELICÓPTERO,"SIKORSKY AIRCRAFT",S-76C,TURBOEIXO,2,5307,14,2004,BRASIL,TPX,"TÁXI AÉREO",SBVT,9PSW,SUBIDA,"TÁXI AÉREO",LEVE,NULL,2016-07-30
12002,44003,PRELO,3992,HELICÓPTERO,"EUROCOPTER FRANCE","AS 350 B2",TURBOEIXO,1,2250,6,2009,BRASIL,TPP,PARTICULAR,SWKT,SWCD,"APROXIMAÇÃO FINAL",PRIVADA,SUBSTANCIAL,NULL,2016-07-30
12010,44014,PRFCR,3992,AVIÃO,"PIPER AIRCRAFT",PA-34-220T,PISTÃO,2,2155,0,0,BRASIL,TPP,PARTICULAR,****,****,CRUZEIRO,PRIVADA,***,NULL,2016-07-30
12064,44081,PTUVE,88,AVIÃO,EMBRAER,EMB-202A,PISTÃO,1,1800,1,2008,BRASIL,SAE-AG,AGRÍCOLA,****,****,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,NULL,2016-07-30
12065,44082,PTUJU,86,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-202,PISTÃO,1,1800,1,1995,BRASIL,SAE-AG,AGRÍCOLA,SNSH,SBSN,ESPECIALIZADA,AGRÍCOLA,DESTRUÍDA,1,2016-07-30
12068,46575,PRWJD,5239,AVIÃO,"BOEING COMPANY",737-3Y0,JATO,2,62282,156,1988,BRASIL,TPR,REGULAR,****,****,DESCIDA,REGULAR,NENHUM,NULL,2016-07-30
12068,46574,PRWJD,5239,AVIÃO,"BOEING COMPANY",737-3Y0,JATO,2,62282,156,1988,BRASIL,TPR,REGULAR,****,****,CRUZEIRO,REGULAR,NENHUM,NULL,2016-07-30
12084,44118,PPAMM,3992,HELICÓPTERO,"ROBINSON HELICOPTER","R44 II",PISTÃO,1,1134,4,2006,BRASIL,TPP,PARTICULAR,****,****,TÁXI,PRIVADA,SUBSTANCIAL,NULL,2016-07-30
12091,44838,PTLHH,4686,AVIÃO,MITSUBISHI,MU-2B-60,TURBOÉLICE,2,5250,10,1981,BRASIL,TPX,"TÁXI AÉREO",SBSV,SBIL,POUSO,"TÁXI AÉREO",LEVE,NULL,2016-07-30
12100,44140,PPMIE,3992,HELICÓPTERO,"ROBINSON HELICOPTER",R44,PISTÃO,1,1089,4,2000,BRASIL,TPP,PARTICULAR,****,****,DECOLAGEM,PRIVADA,SUBSTANCIAL,NULL,2016-07-30
12138,44198,PUVVV,3992,ULTRALEVE,***,"VENTURA TOO",PISTÃO,1,570,2,2007,BRASIL,PET,EXPERIMENTAL,****,****,"OUTRA FASE",EXPERIMENTAL,***,NULL,2016-07-30
12141,44233,PRCRZ,3992,AVIÃO,"PIPER AIRCRAFT",PA-WNE,***,0,1315,0,0,BRASIL,TPP,PARTICULAR,****,****,POUSO,PRIVADA,LEVE,NULL,2016-07-30
